eligibility_id,journey_id,passenger_id,eligible,reason,updated_at
EL0000001,J000001,P000001,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000002,J000001,P000002,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000003,J000001,P000003,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000004,J000001,P000004,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000005,J000001,P000005,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000006,J000001,P000006,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000007,J000001,P000007,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000008,J000001,P000008,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000009,J000001,P000009,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000010,J000001,P000010,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000011,J000001,P000011,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000012,J000001,P000012,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000013,J000001,P000013,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000014,J000001,P000014,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000015,J000001,P000015,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000016,J000001,P000016,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000017,J000001,P000017,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000018,J000001,P000018,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000019,J000001,P000019,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000020,J000001,P000020,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000021,J000001,P000021,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000022,J000001,P000022,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000023,J000001,P000023,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000024,J000001,P000024,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000025,J000001,P000025,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000026,J000001,P000026,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000027,J000001,P000027,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000028,J000001,P000028,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000029,J000001,P000029,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000030,J000001,P000030,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000031,J000001,P000031,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000032,J000001,P000032,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000033,J000001,P000033,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000034,J000001,P000034,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000035,J000001,P000035,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000036,J000001,P000036,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000037,J000001,P000037,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000038,J000001,P000038,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000039,J000001,P000039,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000040,J000001,P000040,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000041,J000001,P000041,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000042,J000001,P000042,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000043,J000001,P000043,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000044,J000001,P000044,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000045,J000001,P000045,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000046,J000001,P000046,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000047,J000001,P000047,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000048,J000001,P000048,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000049,J000001,P000049,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000050,J000001,P000050,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000051,J000001,P000051,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000052,J000001,P000052,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000053,J000001,P000053,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000054,J000001,P000054,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000055,J000001,P000055,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000056,J000001,P000056,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000057,J000001,P000057,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000058,J000001,P000058,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000059,J000001,P000059,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000060,J000001,P000060,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000061,J000001,P000061,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000062,J000001,P000062,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000063,J000001,P000063,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000064,J000001,P000064,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000065,J000001,P000065,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000066,J000001,P000066,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000067,J000001,P000067,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000068,J000001,P000068,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000069,J000001,P000069,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000070,J000001,P000070,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000071,J000001,P000071,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000072,J000001,P000072,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000073,J000001,P000073,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000074,J000001,P000074,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000075,J000001,P000075,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000076,J000001,P000076,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000077,J000001,P000077,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000078,J000001,P000078,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000079,J000001,P000079,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000080,J000001,P000080,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000081,J000001,P000081,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000082,J000001,P000082,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000083,J000001,P000083,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000084,J000001,P000084,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000085,J000001,P000085,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000086,J000001,P000086,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000087,J000001,P000087,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000088,J000001,P000088,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000089,J000001,P000089,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000090,J000001,P000090,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000091,J000001,P000091,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000092,J000001,P000092,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000093,J000001,P000093,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000094,J000001,P000094,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000095,J000001,P000095,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000096,J000001,P000096,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000097,J000001,P000097,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000098,J000001,P000098,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000099,J000001,P000099,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000100,J000001,P000100,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000101,J000001,P000101,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000102,J000001,P000102,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000103,J000001,P000103,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000104,J000001,P000104,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000105,J000001,P000105,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000106,J000001,P000108,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000107,J000001,P000109,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000108,J000001,P000110,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000109,J000001,P000111,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000110,J000001,P000112,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000111,J000001,P000113,False,ALREADY_CONFIRMED_SWAP,2026-09-24 18:00:00
EL0000112,J000001,P000114,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000113,J000001,P000115,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000114,J000001,P000116,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000115,J000001,P000117,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000116,J000001,P000118,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000117,J000001,P000119,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000118,J000001,P000120,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000119,J000001,P000121,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000120,J000001,P000122,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000121,J000001,P000123,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000122,J000001,P000124,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000123,J000001,P000125,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000124,J000001,P000126,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000125,J000001,P000127,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000126,J000001,P000128,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000127,J000001,P000129,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000128,J000001,P000130,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000129,J000001,P000132,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000130,J000001,P000133,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000131,J000001,P000134,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000132,J000001,P000135,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000133,J000001,P000136,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000134,J000001,P000137,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000135,J000001,P000138,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000136,J000001,P000139,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000137,J000001,P000140,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000138,J000001,P000141,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000139,J000001,P000142,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000140,J000001,P000143,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000141,J000001,P000144,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000142,J000001,P000145,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000143,J000001,P000146,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000144,J000001,P000147,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000145,J000001,P000148,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000146,J000001,P000149,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000147,J000001,P000150,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000148,J000001,P000151,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000149,J000001,P000152,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000150,J000001,P000153,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000151,J000001,P000154,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000152,J000001,P000155,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000153,J000001,P000156,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000154,J000001,P000157,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000155,J000001,P000158,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000156,J000001,P000159,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000157,J000001,P000160,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000158,J000001,P000161,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000159,J000001,P000162,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000160,J000001,P000163,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000161,J000001,P000164,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000162,J000001,P000165,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000163,J000001,P000166,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000164,J000001,P000167,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000165,J000001,P000168,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000166,J000001,P000169,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000167,J000001,P000170,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000168,J000001,P000171,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000169,J000001,P000172,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000170,J000001,P000173,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000171,J000001,P000174,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000172,J000001,P000175,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000173,J000001,P000176,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000174,J000001,P000177,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000175,J000001,P000178,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000176,J000001,P000179,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000177,J000001,P000180,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000178,J000001,P000181,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000179,J000001,P000182,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000180,J000001,P000183,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000181,J000001,P000184,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000182,J000001,P000185,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000183,J000001,P000186,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000184,J000001,P000187,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000185,J000001,P000188,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000186,J000001,P000189,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000187,J000001,P000190,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000188,J000001,P000191,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000189,J000001,P000192,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000190,J000001,P000193,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000191,J000001,P000194,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000192,J000001,P000195,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000193,J000001,P000196,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000194,J000001,P000197,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000195,J000001,P000198,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000196,J000001,P000199,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000197,J000001,P000200,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
